"geoname_city_6","maxmind_city_4550","26.26651748965648"
"geoname_city_1","maxmind_city_589","2.645917059568684"
"geoname_city_1","maxmind_city_9386","1.8133071984675744"
"geoname_city_2","maxmind_city_589","1.9390657466946812"
"geoname_city_2","maxmind_city_9386","2.3257485649127774"
