"geoname_city_23211","maxmind_city_703","-0.02239537361700558"
"geoname_city_22871","maxmind_city_10022","-0.29334612323330833"
"geoname_city_22821","maxmind_city_10022","0.02098997463780386"
"geoname_city_22824","maxmind_city_18345","-0.2637364318940273"
"geoname_city_22826","maxmind_city_18351","-0.19600859317164576"
"geoname_city_22822","maxmind_city_10785","-0.15719871111155362"
"geoname_city_22823","maxmind_city_12995","-0.19853117865755587"
"geoname_city_22829","maxmind_city_6668","-0.12114623675035673"
"geoname_city_22818","maxmind_city_7681","-0.1554611848080381"
"geoname_city_22817","maxmind_city_7673","-0.2083264758883927"
"geoname_city_22832","maxmind_city_572","-0.19600859317481045"
"geoname_city_22831","maxmind_city_5060","-0.004327271066491778"
"geoname_city_2556","maxmind_city_17057","-0.02561104852487836"
"geoname_city_22649","maxmind_city_3793","-0.13655672815740932"
"geoname_city_22599","maxmind_city_5027","-0.1977210406953095"
"geoname_city_22597","maxmind_city_769","0.011221916153552308"
"geoname_city_2485","maxmind_city_11482","-0.029799987163318192"
"geoname_city_22730","maxmind_city_35","-0.19692577688430893"
"geoname_city_22782","maxmind_city_13483","-0.07256688859252594"
"geoname_city_2570","maxmind_city_18087","-0.004620534920395908"
"geoname_city_22673","maxmind_city_14382","-0.13463898254518383"
"geoname_city_22654","maxmind_city_5922","-0.20070018608097384"
"geoname_city_22650","maxmind_city_3861","-0.1977688095500273"
"geoname_city_22469","maxmind_city_17699","-0.04808567165933131"
"geoname_city_22652","maxmind_city_5267","-0.19779052473241066"
"geoname_city_22640","maxmind_city_305","-0.19777608616107645"
"geoname_city_22651","maxmind_city_5024","-0.19775279982486949"
"geoname_city_22674","maxmind_city_14711","-0.19730604516470346"
"geoname_city_22659","maxmind_city_8105","-0.09273662599874737"
"geoname_city_22676","maxmind_city_16266","-0.19775150719679901"
"geoname_city_22658","maxmind_city_6551","-0.19780209338301713"
"geoname_city_22656","maxmind_city_6395","7.984029253620128E-4"
"geoname_city_22667","maxmind_city_11764","-0.19778766729634334"
"geoname_city_22742","maxmind_city_3115","-0.19785255688929937"
"geoname_city_22763","maxmind_city_9662","-0.016216580181443924"
"geoname_city_22648","maxmind_city_3114","-0.1976964432503322"
"geoname_city_22777","maxmind_city_12362","-0.1267315092175691"
"geoname_city_22665","maxmind_city_10555","-0.19768213697300452"
"geoname_city_22641","maxmind_city_424","-0.19779767133364512"
"geoname_city_22682","maxmind_city_18751","-0.19777308650382397"
"geoname_city_22675","maxmind_city_15711","-0.19778038141452603"
"geoname_city_22760","maxmind_city_9013","-0.19786126189076192"
"geoname_city_22497","maxmind_city_18691","-0.19755484417410984"
"geoname_city_22644","maxmind_city_1647","-0.1977860933337504"
"geoname_city_22681","maxmind_city_18682","-0.19778323586559265"
"geoname_city_22677","maxmind_city_17170","-0.06815388057229521"
"geoname_city_22679","maxmind_city_17518","-0.049956915144832914"
"geoname_city_22434","maxmind_city_15134","-0.19753911014293335"
