"[0] CityNameComparatorJaro","[1] CityLocationComparator","[2] CityPopulationComparator","finalValue","isMatch","label"
"1.0","0.9596326868000081","0.9874307082308409","-0.008006657207102308","true","1"
"0.5738095238095239","0.5535932930092868","0.6061525432509196","-0.6521304262702665","false","0"
"0.9047619047619048","0.9762713290439904","0.9907506643372044","-0.06283542301214134","true","1"
"0.5515873015873015","0.7482967853334648","0.7213318505920063","-0.5158734319631","false","0"
"0.7962962962962963","0.0","0.5552098982083428","-0.8685009335702711","false","0"
"1.0","0.9417926003640122","0.9999711248390134","-0.016899283072962207","true","1"
"0.7037037037037037","0.0","0.6401465780965822","-0.9146067110715602","false","0"
"1.0","0.9934447057280077","1.0","0.016732503428932982","true","1"
"0.4047619047619047","0.17193329141496438","0.22870069136307958","-1.1003243296440224","false","0"
"1.0","0.571220897727994","0.6162621904822138","-0.3414063002444356","true","1"
"1.0","0.9990224041663188","0.9845740821578884","0.017016160940535263","true","1"
"1.0","0.9981800281486449","0.9757816214581001","0.014559810181175498","true","1"
"0.7579365079365079","0.0","0.0","-1.015718253968254","false","0"
"0.7443181818181818","0.8064067298071752","0.0","-0.5002394461682562","false","0"
"1.0","0.954086856623995","0.9940214610171267","-0.010186799297062843","true","1"
"0.5761904761904763","0.4969141998492827","0.6288979194262059","-0.6824332454778685","false","0"
"0.9629629629629629","0.9312326225640103","0.9766168636229545","-0.05465651811946304","true","1"
"0.42857142857142855","0.20705654669472182","0.523941447681084","-0.9967966082406552","false","0"
"0.9259259259259259","0.9786938868840044","1.0","-0.04449990926814282","true","1"
"1.0","0.9994644330652737","0.9744213267379425","0.015100773827626646","true","1"
"0.5166666666666667","0.4719797504545124","0.8061634667262703","-0.7016870435078452","false","0"
"0.44761904761904764","0.34763179153704377","0.12510007481813457","-0.9785545112833731","false","0"
"0.5047619047619047","0.37933843009304574","0.43830273108443774","-0.8501199417450565","false","0"
"0.5166666666666667","0.4724768644336756","0.8052599339998255","-0.7015594889090484","false","0"
"0.5777777777777778","0.5280016254545158","0.46753959428127023","-0.6961037387589636","false","0"
"1.0","0.9338808332484343","0.7043895188115761","-0.08619105197315738","true","1"
"1.0","0.9990357985134649","0.9834948116167452","0.016790678953099353","true","1"
"0.7890211640211641","0.0","0.14647456887142551","-0.9622672672321494","false","0"
"0.8214285714285715","0.9700707239999982","0.9697846702706638","-0.12950497094155286","true","1"
"0.45634920634920634","0.0753022005309676","0.33571831590461454","-1.1040519960776418","false","0"
"0.9583333333333334","0.959443114836001","0.9914303374614964","-0.03630381567928534","true","1"
"1.0","0.943372184075994","0.9855265447388338","-0.019005447958201","true","1"
"0.8484848484848485","0.9669535513880211","0.6770582845268676","-0.17619765091012865","true","1"
"0.8194444444444445","0.0","0.0","-0.9728472222222222","false","0"
"0.42857142857142855","0.2071682434086289","0.5412329294281621","-0.9929716421407857","false","0"
"1.0","0.9529072243599959","0.9826008300521443","-0.013433016820327465","true","1"
"1.0","1.0","0.9996981262671601","0.02093449339997369","true","1"
"0.48412698412698413","0.9572398126387192","1.0","-0.36640037403568604","false","0"
"0.0","0.8357575871999914","0.350890760820496","-0.923778515634758","false","0"
"0.3","0.922454665117662","0.3733177967218967","-0.6533720511197504","false","0"
"1.0","0.0","0.4268926989019456","-0.7543642843382778","false","0"
"0.3","0.9217196663503193","0.3841633577197844","-0.6514970485807489","false","0"
"0.5738095238095239","0.5538767135623212","0.6896575699072862","-0.6338253287058097","false","0"
"1.0","0.9999900000159897","0.9999997823261171","0.02099344277517662","true","1"
"0.0","0.883020395711998","0.4752348789886133","-0.8660277536509603","false","0"
"1.0","0.9646565280000089","0.9891685107122924","-0.004359033447426858","true","1"
"1.0","0.999009209001041","0.971833172867473","0.014242793571919182","true","1"
"0.5515873015873015","0.7499929920067189","0.7987913710112262","-0.4979604854878408","false","0"
"1.0","0.8727162220000225","0.18313098689438345","-0.23912231532190423","true","1"
"1.0","0.0","0.45879649639998077","-0.7474411602812042","false","0"
"1.0","0.9992000239865476","0.9750797663548036","0.015071524914234774","true","1"
"0.8148148148148149","0.0","0.0","-0.9760740740740741","false","0"
"0.9333333333333332","0.9710998725160066","0.9921413116154765","-0.045985985038188126","true","1"
"1.0","0.4509135450560099","0.9999716696833569","-0.33646142984724925","true","1"
"1.0","0.9981600403551728","0.9882385389436996","0.017249949222000294","true","1"
"0.45634920634920634","0.07434976528651957","0.3542529501926206","-1.1006500157812802","false","0"
"0.9629629629629629","0.96062144320801","0.8631058870401853","-0.060156277798680186","true","1"
"0.49523809523809526","0.3125715211886303","0.2923628955922878","-0.9318922389817228","false","0"
"0.5761904761904763","0.49717932916967156","0.5857850146745932","-0.6916161466213953","false","0"
"0.49523809523809526","0.3117185556623277","0.3177936794793004","-0.9269290394358641","false","0"
"0.7443181818181818","0.8098560662526395","0.0","-0.49799392814225896","false","0"
"1.0","0.9990136076616755","0.9605806778014473","0.011803865670664715","true","1"
"1.0","0.0","0.0","-0.8470000000000001","false","0"
"0.4666666666666666","0.5132033558959905","0.10983800529562004","-0.860803101495894","false","0"
"0.442002442002442","0.9656647358646422","1.0","-0.3902765548764159","false","0"
"1.0","0.9202336351999985","0.9966323906518845","-0.03165867471334216","true","1"
"1.0","0.9576074300040045","0.4098839844018123","-0.13465273845219983","true","1"
"0.5777777777777778","0.5285178161103254","0.4978699282065282","-0.6891860161802504","false","0"
"0.4087301587301588","0.34302841585749055","0.4012159932549807","-0.9487397101055223","false","0"
"0.44761904761904764","0.3460920711256858","0.14015818583004447","-0.9762892591815827","false","0"
